"LopNr","Year","Sun2000niva","DispInkFam04","DispInk04"
376,2021,327,2046,1073
377,2021,337,7694,4864
378,2021,106,3476,1595
379,2021,206,1542,961
380,2021,336,3546,3327
381,2021,327,4847,4414
382,2021,327,5421,4535
383,2021,326,6109,4767
384,2021,106,1562,1200
385,2021,206,1929,1130
386,2021,547,2276,1850
387,2021,206,7256,5902
388,2021,310,2949,1647
389,2021,317,2129,1926
390,2021,106,1862,877
391,2021,317,3017,1601
392,2021,106,3985,3199
393,2021,337,3000,1248
394,2021,557,6345,2890
395,2021,106,1539,1354
396,2021,337,1910,951
397,2021,106,4107,2347
398,2021,546,6318,3450
399,2021,320,3196,1636
400,2021,336,2482,2453
401,2021,106,3537,2338
402,2021,327,1865,1553
403,2021,333,1402,1312
404,2021,106,1228,878
405,2021,337,1510,976
406,2021,327,2876,1694
407,2021,317,2194,1922
408,2021,412,9954,5955
409,2021,536,5133,3526
410,2021,640,1012,726
411,2021,527,8327,4672
412,2021,333,3722,1829
413,2021,320,1118,1088
414,2021,106,5429,2702
415,2021,106,2624,1120
416,2021,327,3061,2471
417,2021,337,4841,2265
418,2021,537,1694,1462
419,2021,106,2149,1387
420,2021,206,1032,646
421,2021,557,2268,1725
422,2021,320,6002,3841
423,2021,206,2478,1428
424,2021,337,445,358
425,2021,336,3351,2191
426,2021,336,11360,8449
427,2021,106,5724,4194
428,2021,327,2583,1760
429,2021,106,1808,1062
430,2021,317,1832,1654
431,2021,547,2901,1187
432,2021,336,2488,2241
433,2021,106,3007,2042
434,2021,106,849,428
435,2021,336,1785,811
436,2021,600,10599,6634
437,2021,557,1128,898
438,2021,320,1407,700
439,2021,337,2207,1368
440,2021,206,5390,3653
441,2021,527,6947,3672
442,2021,206,1794,1726
443,2021,106,8069,5617
444,2021,327,5005,4761
445,2021,106,4325,1966
446,2021,640,6112,2820
447,2021,327,2569,2236
448,2021,527,4391,1734
449,2021,536,2919,1160
450,2021,317,5217,3438
451,2021,106,2761,2326
452,2021,320,2054,1058
453,2021,333,2534,1540
454,2021,317,2107,1666
455,2021,520,3608,1922
456,2021,327,4882,2242
457,2021,106,803,388
458,2021,527,995,886
459,2021,412,3208,2908
460,2021,317,5697,3280
461,2021,537,2557,2061
462,2021,336,3325,2526
463,2021,320,3107,2405
464,2021,640,2056,1852
465,2021,547,3110,2341
466,2021,337,2780,2632
467,2021,337,5646,2935
468,2021,327,3116,1375
469,2021,106,2307,2128
470,2021,327,2358,1114
471,2021,527,1192,696
472,2021,327,7011,3686
473,2021,106,1559,1470
474,2021,200,1500,595
475,2021,320,1406,730
476,2021,310,2050,831
477,2021,106,1474,733
478,2021,327,1007,742
479,2021,106,1800,1715
480,2021,106,2825,1499
481,2021,327,1983,943
482,2021,106,934,503
483,2021,326,3577,3162
484,2021,320,3242,1288
485,2021,640,5650,2341
486,2021,106,1304,676
487,2021,535,5300,3648
488,2021,200,1015,621
489,2021,530,2025,892
490,2021,520,3510,2360
491,2021,106,1808,1625
492,2021,106,1113,1107
493,2021,336,2911,1602
494,2021,337,6021,5592
495,2021,530,4298,3215
496,2021,100,11199,8778
497,2021,106,820,761
498,2021,336,2727,2063
499,2021,106,5303,3492
500,2021,327,959,422
501,2021,336,2729,2467
502,2021,106,7237,6995
503,2021,337,1396,605
504,2021,106,3435,2627
505,2021,106,3305,2968
506,2021,620,1139,608
507,2021,545,3681,3553
508,2021,327,6573,4430
509,2021,320,2597,2384
510,2021,413,1571,1016
511,2021,106,3359,2323
512,2021,336,6144,5710
513,2021,537,8304,4178
514,2021,320,4033,2406
515,2021,106,878,353
516,2021,332,1470,926
517,2021,106,2618,1477
518,2021,545,8629,4507
519,2021,106,1378,1291
520,2021,525,1396,1155
521,2021,106,2272,1520
522,2021,537,4509,2047
523,2021,327,1445,1003
524,2021,106,802,605
525,2021,413,2199,907
526,2021,106,5900,4129
527,2021,206,1001,824
528,2021,537,4239,1828
529,2021,206,1532,874
530,2021,337,3418,2777
531,2021,547,1427,642
532,2021,336,7499,4924
533,2021,206,4553,3982
534,2021,200,1924,1682
535,2021,415,2615,1793
536,2021,527,5596,3239
537,2021,317,2000,1735
538,2021,326,2172,1698
539,2021,327,3970,2793
540,2021,415,2571,1792
541,2021,537,2950,2867
542,2021,527,4883,3667
543,2021,106,1464,713
544,2021,557,4029,3388
545,2021,106,1232,870
546,2021,336,6127,4490
547,2021,106,1325,920
548,2021,336,2323,2117
549,2021,537,4048,3121
550,2021,327,1444,1071
551,2021,413,5162,3179
552,2021,336,1519,1408
553,2021,320,5251,3881
554,2021,106,2359,1564
555,2021,413,8095,7664
556,2021,640,2333,1064
557,2021,333,3342,1963
558,2021,106,6192,3440
559,2021,547,3089,2724
560,2021,106,5640,3897
561,2021,106,2076,1807
562,2021,537,4879,4172
563,2021,620,5028,3424
564,2021,540,2418,2001
565,2021,106,2392,2230
566,2021,546,4012,2560
567,2021,555,2888,1307
568,2021,327,5606,2534
569,2021,327,4163,3056
570,2021,536,5413,3963
571,2021,412,4982,3802
572,2021,106,3723,2647
573,2021,535,1860,812
574,2021,526,2981,2215
575,2021,106,870,458
576,2021,206,4075,1932
577,2021,106,2645,1740
578,2021,317,4105,3768
579,2021,327,2036,1221
580,2021,206,2180,1524
581,2021,546,1604,1554
582,2021,200,1735,1302
583,2021,336,1579,633
584,2021,106,2631,1557
585,2021,413,4024,1998
586,2021,106,933,608
587,2021,327,2071,1569
588,2021,327,1568,834
589,2021,200,2622,1989
590,2021,525,12023,7870
591,2021,317,3120,2442
592,2021,327,1824,1609
593,2021,525,2633,2312
594,2021,336,3385,2502
595,2021,320,656,468
596,2021,327,6128,5363
597,2021,320,1909,1616
598,2021,537,943,735
599,2021,206,1624,1108
600,2021,336,7958,3833
601,2021,413,2699,2586
602,2021,327,9550,6014
603,2021,206,1617,1111
604,2021,336,4809,2005
605,2021,536,2782,2398
606,2021,206,1229,757
607,2021,525,4124,3152
608,2021,206,1893,1575
609,2021,320,2618,1229
610,2021,600,4528,4504
611,2021,106,1739,734
612,2021,330,1580,619
613,2021,547,2703,2086
614,2021,412,10186,5476
615,2021,333,1233,498
616,2021,547,4606,2257
617,2021,317,3446,2102
618,2021,106,925,480
619,2021,317,1741,1338
620,2021,106,898,842
621,2021,106,1148,1031
622,2021,200,1158,1112
623,2021,106,2287,1126
624,2021,106,2093,2066
625,2021,106,1786,1160
626,2021,412,2294,2210
627,2021,537,7129,3302
628,2021,530,2237,1277
629,2021,337,755,656
630,2021,600,5518,5117
631,2021,527,2519,1753
632,2021,327,1302,976
633,2021,106,2585,1084
634,2021,320,1288,1034
635,2021,106,4508,3484
636,2021,530,2106,1258
637,2021,320,4638,4133
638,2021,106,4494,3971
639,2021,204,10339,4815
640,2021,206,2073,1725
641,2021,106,1853,1473
642,2021,320,795,495
643,2021,337,5036,4497
644,2021,520,6899,6498
645,2021,320,1124,591
646,2021,547,20788,15012
647,2021,206,2807,2683
648,2021,106,1644,807
649,2021,412,3957,3205
650,2021,100,1486,1179
651,2021,327,6318,2718
652,2021,206,4319,1937
653,2021,337,8427,4701
654,2021,106,2649,2528
655,2021,206,2019,1056
656,2021,313,2111,1486
657,2021,336,2867,1269
658,2021,336,1229,1193
659,2021,106,2072,1143
660,2021,536,3479,3273
661,2021,327,3202,1610
662,2021,327,4669,2130
663,2021,106,3071,1784
664,2021,106,3812,3662
665,2021,106,1188,612
666,2021,336,965,599
667,2021,323,1553,999
668,2021,106,6543,2935
669,2021,106,1750,1085
670,2021,327,2574,2104
671,2021,525,6136,5971
672,2021,106,1970,1115
673,2021,640,5224,3498
674,2021,206,1655,823
675,2021,327,2653,2104
676,2021,326,1525,794
677,2021,106,1945,1030
678,2021,317,1778,1215
679,2021,320,4552,2810
680,2021,317,3745,1999
681,2021,525,2960,1663
682,2021,525,2949,1195
683,2021,337,6275,5983
684,2021,106,1728,1650
685,2021,317,12237,10674
686,2021,316,4553,3785
687,2021,413,2415,1043
688,2021,537,4098,2021
689,2021,527,3658,1578
690,2021,106,1390,1238
691,2021,106,3167,1853
692,2021,332,8500,7289
693,2021,206,2553,1796
694,2021,106,1987,924
695,2021,106,2441,2145
696,2021,106,3488,3079
697,2021,327,3859,3629
698,2021,206,1137,999
699,2021,106,2038,1636
700,2021,536,3150,1820
701,2021,337,2022,842
702,2021,417,2532,1921
703,2021,320,2984,1336
704,2021,313,5225,4273
705,2021,317,4523,3753
706,2021,206,3114,2699
707,2021,206,493,225
708,2021,320,4273,4115
709,2021,317,1523,854
710,2021,525,6140,4003
711,2021,206,1822,840
712,2021,527,10538,7480
713,2021,326,2996,1422
714,2021,320,1071,871
715,2021,106,2410,1294
716,2021,527,2980,1764
717,2021,320,5204,4290
718,2021,547,1965,1028
719,2021,520,8265,4748
720,2021,313,2734,2088
721,2021,536,7385,3222
722,2021,323,1869,1409
723,2021,320,1310,767
724,2021,412,3207,2186
725,2021,545,2455,1824
726,2021,536,6410,2650
727,2021,106,1241,983
728,2021,320,2128,888
729,2021,204,2310,1166
730,2021,327,804,531
731,2021,326,1197,964
732,2021,532,13165,7290
733,2021,317,1813,1765
734,2021,106,1856,1244
735,2021,525,2602,1167
736,2021,320,7594,3537
737,2021,327,2487,2325
738,2021,337,9056,6124
739,2021,206,1912,1325
740,2021,537,3159,2614
741,2021,557,2098,2014
742,2021,206,3939,3128
743,2021,320,976,869
744,2021,106,2292,1651
745,2021,557,1687,1290
746,2021,413,3720,2674
747,2021,206,1912,1882
748,2021,337,4470,4385
749,2021,640,6276,4476
750,2021,106,3313,2877
751,2021,537,6745,6117
752,2021,547,3570,2286
753,2021,106,1929,1414
754,2021,555,1380,1314
755,2021,206,819,516
756,2021,640,1399,618
757,2021,317,2105,1118
758,2021,327,1865,964
759,2021,323,4191,2638
760,2021,106,923,375
761,2021,537,11865,6158
762,2021,320,1334,869
763,2021,206,6879,4793
764,2021,620,1219,824
765,2021,333,816,391
766,2021,320,2545,2193
767,2021,206,3920,2671
768,2021,327,6802,4234
769,2021,640,1776,1002
770,2021,320,2127,1904
771,2021,320,4041,3164
772,2021,620,4524,2861
773,2021,310,3207,2478
774,2021,320,2940,2392
775,2021,547,4858,2723
776,2021,106,1390,667
777,2021,327,2206,1598
778,2021,547,1023,939
779,2021,106,1332,1064
780,2021,317,982,425
781,2021,106,2853,1291
782,2021,547,2705,1412
783,2021,327,4102,1930
784,2021,327,1864,951
785,2021,106,3199,2357
786,2021,547,3344,2960
787,2021,106,1448,668
788,2021,206,3938,1734
789,2021,106,3139,2724
790,2021,317,4137,3331
791,2021,106,4489,4045
792,2021,410,1406,1196
793,2021,106,5649,3183
794,2021,530,3213,1743
795,2021,327,5456,3777
796,2021,106,2755,2553
797,2021,530,5746,4921
798,2021,326,6625,4606
799,2021,106,2110,1615
800,2021,547,3025,2316
801,2021,317,2770,1684
802,2021,106,2960,1577
803,2021,317,1800,756
804,2021,310,3688,2960
805,2021,320,11433,5161
806,2021,530,3448,2266
807,2021,317,4294,4273
808,2021,336,1706,770
809,2021,327,3784,3026
810,2021,415,2386,1699
811,2021,206,501,229
812,2021,333,884,645
813,2021,106,3667,1749
814,2021,336,964,778
815,2021,106,6481,4263
816,2021,330,4767,2979
817,2021,415,1581,812
818,2021,527,7991,5303
819,2021,547,3055,2884
820,2021,106,2008,1474
821,2021,327,5814,4495
822,2021,410,2718,2332
823,2021,204,1529,1154
824,2021,415,4892,2539
825,2021,536,4995,2522
826,2021,320,5110,3600
827,2021,333,4306,2505
828,2021,327,3970,1951
829,2021,106,762,619
830,2021,537,5072,2994
831,2021,520,2986,1418
832,2021,106,3291,2551
833,2021,204,1760,1278
834,2021,106,1222,977
835,2021,327,2777,2004
836,2021,336,11091,9557
837,2021,317,3705,3698
838,2021,206,2183,1844
839,2021,326,2636,2203
840,2021,106,460,440
841,2021,337,4068,3109
842,2021,106,1273,1122
843,2021,327,2147,1796
844,2021,337,7046,3453
845,2021,317,1388,1245
846,2021,336,1968,1579
847,2021,106,1268,608
848,2021,106,986,467
849,2021,332,691,459
850,2021,106,4565,2203
851,2021,546,1563,672
852,2021,527,1797,1544
853,2021,106,643,467
854,2021,206,1777,1118
855,2021,327,1584,1273
856,2021,106,4230,4110
857,2021,317,5070,2293
858,2021,323,2676,1713
859,2021,106,1912,1359
860,2021,106,1527,1100
861,2021,320,1964,1246
862,2021,327,1814,1523
863,2021,527,3519,2304
864,2021,547,3521,3190
865,2021,327,2553,2383
866,2021,337,4554,2448
867,2021,327,2764,1963
868,2021,555,8178,6999
869,2021,106,1722,759
870,2021,106,2026,1165
871,2021,322,4597,4363
872,2021,540,4308,3273
873,2021,327,2186,1751
874,2021,106,2040,853
875,2021,106,633,362
876,2021,327,3309,1868
877,2021,327,2959,1176
878,2021,336,2383,1923
879,2021,206,4980,3061
880,2021,555,2165,1509
881,2021,206,3234,2058
882,2021,106,1134,566
883,2021,317,2628,1831
884,2021,336,2308,1646
885,2021,327,2364,1834
886,2021,313,4037,1735
887,2021,106,3260,1383
888,2021,527,1191,640
889,2021,106,602,314
890,2021,547,6146,5844
891,2021,320,1514,1189
892,2021,532,2477,1644
893,2021,206,989,902
894,2021,413,4791,3542
895,2021,545,1668,782
896,2021,320,5967,4592
897,2021,337,2671,1062
898,2021,106,1553,1414
899,2021,557,2655,1915
900,2021,327,3771,3234
901,2021,204,2930,1658
902,2021,206,5434,2507
903,2021,557,3596,1578
904,2021,106,2081,1839
905,2021,106,4823,2763
906,2021,106,1658,702
907,2021,106,1144,529
908,2021,106,3176,3062
909,2021,532,7625,3373
910,2021,106,2475,1611
911,2021,106,2604,2329
912,2021,320,616,527
913,2021,326,5845,2794
914,2021,320,4127,2984
915,2021,106,4859,3942
916,2021,327,744,384
917,2021,106,3915,3589
918,2021,337,7687,5686
919,2021,327,4664,4404
920,2021,536,5754,4266
921,2021,206,1309,1278
922,2021,106,457,334
923,2021,106,2158,1780
924,2021,640,2777,1864
925,2021,106,2956,2554
926,2021,527,5083,4423
927,2021,106,1808,1339
928,2021,320,1518,675
929,2021,106,1731,1028
930,2021,555,1249,1024
931,2021,200,6368,5380
932,2021,527,2258,1366
933,2021,106,1886,1563
934,2021,336,1763,1037
935,2021,547,1286,760
936,2021,106,2593,2275
937,2021,536,6005,2924
938,2021,600,2907,2193
939,2021,557,1975,1147
940,2021,327,3838,3386
941,2021,106,3056,2895
942,2021,106,3944,2174
943,2021,333,13456,13058
944,2021,327,3309,1634
945,2021,206,4797,2859
946,2021,106,5409,4981
947,2021,310,4902,2275
948,2021,106,1943,1790
949,2021,527,1916,1280
950,2021,320,2572,1182
951,2021,336,1035,526
952,2021,317,2072,1013
953,2021,327,1862,1732
954,2021,327,4163,3568
955,2021,547,2012,1790
956,2021,106,13480,9303
957,2021,206,1163,1058
958,2021,547,10488,4353
959,2021,320,1705,1232
960,2021,320,2549,1282
961,2021,106,1469,1374
962,2021,106,2710,1228
963,2021,327,2192,1423
964,2021,106,1376,617
965,2021,337,6355,6087
966,2021,525,2076,1666
967,2021,337,3105,1777
968,2021,330,3516,1657
969,2021,327,4520,1972
970,2021,525,9940,7178
971,2021,327,5747,3068
972,2021,106,2312,2037
973,2021,106,1501,1014
974,2021,326,4898,3320
975,2021,106,2616,1793
976,2021,327,2345,1081
977,2021,537,1253,1239
978,2021,522,1290,992
979,2021,320,2488,1702
980,2021,206,1401,648
981,2021,537,2533,2293
982,2021,540,2411,1255
983,2021,337,2552,1251
984,2021,206,4598,4076
985,2021,106,2122,2045
986,2021,312,2711,1114
987,2021,327,4971,4571
988,2021,525,1815,1524
989,2021,600,2422,1472
990,2021,106,2109,1834
991,2021,327,1079,722
992,2021,106,1527,778
993,2021,336,4113,3443
994,2021,204,1623,1276
995,2021,320,566,452
996,2021,206,1709,1502
997,2021,336,7087,4457
998,2021,106,2772,1951
999,2021,600,1789,1488
1000,2021,413,3047,2262
