"LopNr","Year","Sun2000niva","DispInkFam04","DispInk04"
176,2023,106,395,337
177,2023,204,1185,1042
178,2023,537,4514,3999
179,2023,337,10334,4891
180,2023,106,2365,1934
181,2023,330,4298,2926
182,2023,327,2704,1413
183,2023,320,2801,1505
184,2023,537,4522,2644
185,2023,106,2510,1301
186,2023,106,2001,1655
187,2023,100,3098,2698
188,2023,206,3315,2880
189,2023,106,3791,3602
190,2023,530,1897,961
191,2023,536,1483,647
192,2023,536,5685,4639
193,2023,327,1563,1297
194,2023,106,1293,987
195,2023,327,1713,871
196,2023,106,2179,1950
197,2023,206,11448,7508
198,2023,413,1554,862
199,2023,336,7798,4803
200,2023,106,5997,2435
201,2023,106,3447,3282
202,2023,540,2670,1799
203,2023,317,1392,1353
204,2023,317,1174,651
205,2023,106,2099,1522
206,2023,537,1245,924
207,2023,320,1113,1105
208,2023,106,1611,755
209,2023,310,2182,1712
210,2023,620,2362,2172
211,2023,106,4235,3205
212,2023,326,5626,2422
213,2023,336,6102,3056
214,2023,106,1916,1803
215,2023,200,1048,635
216,2023,320,1413,1066
217,2023,106,1920,1547
218,2023,327,3071,2677
219,2023,106,3403,1797
220,2023,106,1964,1306
221,2023,327,1030,620
222,2023,620,757,704
223,2023,106,5456,2718
224,2023,204,2251,1969
225,2023,106,2391,1235
226,2023,620,1943,1083
227,2023,106,1762,1402
228,2023,106,2078,1552
229,2023,206,2532,1241
230,2023,532,3836,3403
231,2023,106,1153,1009
232,2023,320,3143,2084
233,2023,204,1502,965
234,2023,600,3372,1683
235,2023,525,7452,5782
236,2023,106,1563,1241
237,2023,547,758,533
238,2023,536,1950,1669
239,2023,337,1144,1116
240,2023,206,4924,3697
241,2023,327,972,815
242,2023,106,693,495
243,2023,320,1430,1346
244,2023,313,2654,1471
245,2023,106,712,510
246,2023,327,1383,858
247,2023,526,2368,1928
248,2023,206,3922,1962
249,2023,413,2051,1474
250,2023,106,2719,1621
251,2023,336,1145,829
252,2023,106,1680,947
253,2023,336,2228,1701
254,2023,527,3168,2664
255,2023,336,5269,2656
256,2023,336,1862,850
257,2023,536,2687,2320
258,2023,106,1069,986
259,2023,336,3374,2028
260,2023,327,2309,2132
261,2023,327,2907,2406
262,2023,106,2036,863
263,2023,206,3382,1537
264,2023,555,5231,2139
265,2023,336,4549,2047
266,2023,106,2427,979
267,2023,327,2581,1636
268,2023,206,4751,4545
269,2023,317,2797,2493
270,2023,547,5176,2061
271,2023,547,2060,1759
272,2023,547,6544,5986
273,2023,316,3719,2977
274,2023,336,6575,6264
275,2023,106,1668,1480
276,2023,337,3827,2336
277,2023,106,917,907
278,2023,556,3287,3072
279,2023,536,1786,1604
280,2023,106,1273,1217
281,2023,326,3769,2210
282,2023,317,5807,4243
283,2023,520,7157,4024
284,2023,336,4145,2422
285,2023,206,1425,814
286,2023,327,1267,646
287,2023,326,2032,1645
288,2023,106,1472,632
289,2023,317,3547,1597
290,2023,327,6928,4538
291,2023,327,2449,2144
292,2023,317,2182,1389
293,2023,556,12493,6319
294,2023,412,2425,2328
295,2023,320,1295,1172
296,2023,326,2764,2254
297,2023,106,581,285
298,2023,327,3582,3016
299,2023,204,2066,1140
300,2023,327,1068,781
301,2023,204,1897,1209
302,2023,106,608,281
303,2023,520,4330,2757
304,2023,545,1378,1161
305,2023,320,2604,2025
306,2023,204,1941,1868
307,2023,527,2514,1361
308,2023,317,4228,3128
309,2023,326,2100,915
310,2023,106,1110,725
311,2023,206,879,402
312,2023,106,1388,623
313,2023,206,2527,1860
314,2023,106,3833,3486
315,2023,333,4888,4416
316,2023,525,2718,1099
317,2023,520,6127,5762
318,2023,106,1914,943
319,2023,327,2297,1485
320,2023,526,3184,1875
321,2023,320,4155,3587
322,2023,200,1357,1066
323,2023,526,4451,1799
324,2023,106,2694,2644
325,2023,106,1692,1369
326,2023,337,794,377
327,2023,327,1906,1721
328,2023,320,1464,1350
329,2023,106,870,621
330,2023,520,2504,1132
331,2023,536,5466,2355
332,2023,106,2785,2276
333,2023,520,4923,4474
334,2023,106,2185,1231
335,2023,532,2521,1162
336,2023,206,3240,1756
337,2023,106,765,704
338,2023,412,4377,2450
339,2023,206,2633,2298
340,2023,336,1688,814
341,2023,327,2138,859
342,2023,106,1468,1346
343,2023,327,3163,2254
344,2023,547,5409,3299
345,2023,415,1555,741
346,2023,204,2677,1400
347,2023,336,3994,2609
348,2023,206,3363,1519
349,2023,320,3129,2785
350,2023,600,7999,6337
351,2023,206,3178,2536
352,2023,327,9187,6435
353,2023,106,2439,1220
354,2023,333,5684,3018
355,2023,337,1198,795
356,2023,206,13361,7220
357,2023,106,2621,2312
358,2023,412,5608,4279
359,2023,336,1509,1265
360,2023,327,3958,3591
361,2023,106,1319,1059
362,2023,106,1371,1141
363,2023,532,5292,3846
364,2023,557,3174,2252
365,2023,537,13046,11344
366,2023,106,1599,1132
367,2023,527,11128,10191
368,2023,106,1025,710
369,2023,415,2850,2411
370,2023,336,1258,691
371,2023,337,2076,1694
372,2023,327,569,455
373,2023,106,623,602
374,2023,412,3201,1808
375,2023,206,2255,1585
376,2023,327,2119,1111
377,2023,337,7925,5010
378,2023,106,3596,1650
379,2023,206,1532,955
380,2023,336,3631,3407
381,2023,327,4945,4503
382,2023,327,5387,4506
383,2023,326,6198,4836
384,2023,106,1593,1224
385,2023,206,1982,1161
386,2023,547,2323,1888
387,2023,206,7351,5980
388,2023,310,3099,1731
389,2023,317,2115,1914
390,2023,106,1878,885
391,2023,317,3055,1621
392,2023,106,4119,3306
393,2023,337,3119,1297
394,2023,557,6436,2931
395,2023,106,1561,1373
396,2023,337,1954,972
397,2023,106,4268,2439
398,2023,546,6390,3489
399,2023,320,3210,1643
400,2023,336,2539,2510
401,2023,106,3586,2370
402,2023,327,1875,1561
403,2023,333,1445,1352
404,2023,106,1283,918
405,2023,337,1595,1031
406,2023,327,2850,1678
407,2023,317,2201,1928
408,2023,412,10338,6185
409,2023,536,5197,3570
410,2023,640,1014,728
411,2023,527,8281,4646
412,2023,333,3851,1892
413,2023,320,1147,1116
414,2023,106,5574,2774
415,2023,106,2673,1141
416,2023,327,3136,2531
417,2023,337,4953,2318
418,2023,537,1745,1506
419,2023,326,2197,1418
420,2023,206,1055,660
421,2023,557,2332,1774
422,2023,320,6084,3893
423,2023,206,2476,1427
424,2023,337,441,354
425,2023,336,3494,2284
426,2023,336,11608,8633
427,2023,106,5810,4257
428,2023,327,2708,1846
429,2023,106,1842,1082
430,2023,317,1846,1666
431,2023,547,3026,1238
432,2023,336,2517,2267
433,2023,106,3099,2104
434,2023,106,859,433
435,2023,336,1845,839
436,2023,600,11054,6919
437,2023,557,1186,944
438,2023,320,1452,723
439,2023,522,2226,1380
440,2023,206,5554,3764
441,2023,527,7172,3791
442,2023,206,1850,1780
443,2023,106,8308,5783
444,2023,327,5184,4932
445,2023,417,4448,2022
446,2023,640,6405,2955
447,2023,327,2547,2217
448,2023,527,4543,1794
449,2023,536,3028,1204
450,2023,317,5239,3452
451,2023,106,2768,2332
452,2023,555,2158,1111
453,2023,333,2575,1565
454,2023,317,2187,1730
455,2023,520,3651,1945
456,2023,327,4969,2282
457,2023,106,809,390
458,2023,527,1014,903
459,2023,412,3307,2998
460,2023,317,5855,3371
461,2023,600,2595,2092
462,2023,336,3464,2631
463,2023,320,3140,2430
464,2023,640,2136,1924
465,2023,547,3196,2405
466,2023,337,2814,2664
467,2023,337,5891,3062
468,2023,327,3132,1382
469,2023,106,2362,2179
470,2023,327,2397,1132
471,2023,527,1247,728
472,2023,327,6935,3647
473,2023,106,1559,1470
474,2023,200,1514,601
475,2023,320,1407,730
476,2023,310,2059,834
477,2023,106,1475,734
478,2023,327,1017,749
479,2023,106,1799,1714
480,2023,106,2875,1525
481,2023,327,2082,990
482,2023,106,966,520
483,2023,326,3629,3208
484,2023,320,3291,1308
485,2023,640,5819,2411
486,2023,332,1323,686
487,2023,600,5292,3643
488,2023,200,1016,622
489,2023,530,2017,889
490,2023,520,3596,2418
491,2023,106,1796,1615
492,2023,106,1117,1111
493,2023,555,3019,1662
494,2023,337,6076,5643
495,2023,530,4289,3208
496,2023,100,11442,8969
497,2023,540,835,775
498,2023,336,2805,2122
499,2023,106,5398,3555
500,2023,327,958,422
501,2023,336,2833,2561
502,2023,106,7388,7141
503,2023,337,1430,620
504,2023,106,3491,2670
505,2023,106,3412,3064
506,2023,620,1147,612
507,2023,545,3838,3705
508,2023,327,6608,4454
509,2023,320,2588,2376
510,2023,413,1605,1038
511,2023,106,3386,2341
512,2023,336,6397,5945
513,2023,537,8447,4250
514,2023,320,4150,2475
515,2023,106,913,367
516,2023,332,1488,937
517,2023,106,2632,1485
518,2023,545,8542,4461
519,2023,106,1422,1332
520,2023,525,1460,1208
521,2023,106,2337,1564
522,2023,537,4608,2092
523,2023,327,1469,1020
524,2023,106,809,611
525,2023,413,2205,909
526,2023,106,5822,4074
527,2023,206,1009,831
528,2023,537,4227,1823
529,2023,206,1558,888
530,2023,337,3436,2792
531,2023,547,1444,650
532,2023,336,7774,5104
533,2023,206,4669,4084
534,2023,200,1945,1700
535,2023,415,2651,1818
536,2023,527,5736,3321
537,2023,317,1995,1731
538,2023,326,2239,1751
539,2023,327,4154,2922
540,2023,415,2570,1791
541,2023,556,3100,3012
542,2023,527,4990,3748
543,2023,106,1492,726
544,2023,557,4054,3409
545,2023,106,1251,883
546,2023,336,6282,4603
547,2023,106,1361,945
548,2023,336,2337,2130
549,2023,537,4180,3223
550,2023,327,1495,1108
551,2023,413,5324,3278
552,2023,336,1604,1487
553,2023,320,5219,3858
554,2023,106,2339,1551
555,2023,413,8177,7742
556,2023,640,2342,1068
557,2023,333,3296,1936
558,2023,106,6179,3433
559,2023,547,3141,2770
560,2023,106,5835,4031
561,2023,106,2059,1792
562,2023,555,5165,4417
563,2023,620,5169,3520
564,2023,540,2445,2023
565,2023,106,2475,2307
566,2023,546,4179,2667
567,2023,555,2950,1335
568,2023,327,5557,2512
569,2023,327,4230,3105
570,2023,536,5389,3945
571,2023,412,5091,3885
572,2023,320,3727,2650
573,2023,535,1941,848
574,2023,526,2978,2212
575,2023,106,867,456
576,2023,206,4183,1983
577,2023,106,2708,1782
578,2023,317,4264,3914
579,2023,327,2085,1250
580,2023,206,2255,1577
581,2023,546,1647,1595
582,2023,200,1780,1336
583,2023,336,1622,650
584,2023,106,2704,1601
585,2023,413,4186,2078
586,2023,106,982,639
587,2023,327,2063,1563
588,2023,327,1615,860
589,2023,200,2693,2043
590,2023,525,12108,7925
591,2023,317,3221,2521
592,2023,327,1814,1600
593,2023,525,2755,2419
594,2023,336,3402,2514
595,2023,320,660,471
596,2023,327,6171,5401
597,2023,320,1956,1656
598,2023,537,983,766
599,2023,206,1630,1112
600,2023,336,7970,3839
601,2023,413,2689,2576
602,2023,327,9685,6099
603,2023,206,1630,1120
604,2023,336,4752,1981
605,2023,536,2859,2464
606,2023,206,1219,751
607,2023,525,4152,3173
608,2023,206,1989,1654
609,2023,320,2643,1241
610,2023,600,4627,4602
611,2023,106,1772,747
612,2023,330,1590,623
613,2023,547,2724,2102
614,2023,412,10395,5588
615,2023,333,1251,505
616,2023,547,4718,2312
617,2023,317,3479,2122
618,2023,106,932,483
619,2023,317,1736,1334
620,2023,106,932,873
621,2023,106,1169,1050
622,2023,200,1188,1140
623,2023,106,2358,1161
624,2023,106,2111,2084
625,2023,106,1762,1144
626,2023,412,2371,2284
627,2023,537,7198,3334
628,2023,530,2259,1290
629,2023,337,779,677
630,2023,600,5814,5392
631,2023,527,2611,1817
632,2023,327,1337,1002
633,2023,106,2645,1109
634,2023,320,1349,1083
635,2023,106,4564,3527
636,2023,530,2162,1292
637,2023,320,4785,4264
638,2023,106,4576,4043
639,2023,204,10415,4850
640,2023,206,2075,1727
641,2023,106,1849,1469
642,2023,320,783,487
643,2023,337,5041,4502
644,2023,520,7106,6693
645,2023,320,1123,591
646,2023,547,21408,15460
647,2023,206,2802,2678
648,2023,106,1671,821
649,2023,412,4107,3326
650,2023,100,1557,1236
651,2023,327,6507,2800
652,2023,206,4386,1967
653,2023,547,8755,4884
654,2023,106,2733,2608
655,2023,206,2090,1093
656,2023,313,2137,1504
657,2023,336,2853,1263
658,2023,336,1224,1189
659,2023,106,2125,1172
660,2023,536,3688,3470
661,2023,327,3279,1649
662,2023,327,4781,2181
663,2023,333,3139,1824
664,2023,106,3805,3655
665,2023,106,1204,620
666,2023,336,988,614
667,2023,323,1580,1016
668,2023,106,6477,2905
669,2023,106,1795,1113
670,2023,327,2588,2116
671,2023,525,6264,6096
672,2023,106,2013,1140
673,2023,640,5257,3520
674,2023,206,1742,866
675,2023,327,2747,2178
676,2023,326,1549,807
677,2023,640,1962,1039
678,2023,317,1841,1258
679,2023,320,4680,2889
680,2023,317,3806,2031
681,2023,525,3115,1750
682,2023,525,3054,1237
683,2023,337,6234,5944
684,2023,106,1781,1701
685,2023,317,12414,10829
686,2023,316,4697,3905
687,2023,413,2496,1078
688,2023,537,4297,2119
689,2023,527,3778,1630
690,2023,106,1418,1263
691,2023,106,3245,1899
692,2023,332,8945,7670
693,2023,206,2654,1867
694,2023,106,2046,951
695,2023,106,2547,2238
696,2023,106,3660,3231
697,2023,327,3973,3736
698,2023,206,1149,1009
699,2023,106,2052,1648
700,2023,536,3228,1865
701,2023,337,2113,880
702,2023,527,2625,1992
703,2023,320,3095,1386
704,2023,313,5271,4311
705,2023,317,4579,3800
706,2023,206,3231,2800
707,2023,206,510,232
708,2023,320,4393,4231
709,2023,317,1594,894
710,2023,532,6085,3967
711,2023,206,1867,860
712,2023,527,10905,7741
713,2023,326,3114,1478
714,2023,320,1088,884
715,2023,106,2480,1331
716,2023,527,3031,1795
717,2023,320,5493,4528
718,2023,547,1992,1043
719,2023,640,8497,4881
720,2023,313,2731,2085
721,2023,536,7582,3307
722,2023,323,1939,1462
723,2023,320,1338,784
724,2023,412,3343,2279
725,2023,545,2528,1878
726,2023,536,6767,2798
727,2023,312,1299,1029
728,2023,320,2163,903
729,2023,204,2305,1163
730,2023,327,819,541
731,2023,326,1231,992
732,2023,532,13593,7527
733,2023,317,1864,1814
734,2023,323,1928,1293
735,2023,525,2648,1188
736,2023,320,7786,3627
737,2023,327,2503,2340
738,2023,337,9272,6270
739,2023,206,1960,1358
740,2023,537,3173,2626
741,2023,557,2137,2051
742,2023,206,3971,3153
743,2023,320,1003,893
744,2023,106,2345,1689
745,2023,557,1728,1322
746,2023,413,3790,2725
747,2023,206,1923,1892
748,2023,337,4623,4535
749,2023,640,6353,4530
750,2023,106,3373,2929
751,2023,537,7022,6369
752,2023,547,3636,2328
753,2023,106,2013,1475
754,2023,555,1393,1326
755,2023,206,857,540
756,2023,640,1402,620
757,2023,317,2126,1129
758,2023,327,1903,984
759,2023,323,4386,2760
760,2023,106,944,383
761,2023,537,12201,6332
762,2023,320,1412,919
763,2023,206,7137,4972
764,2023,620,1227,829
765,2023,333,834,400
766,2023,320,2655,2288
767,2023,206,4017,2737
768,2023,327,7008,4363
769,2023,640,1756,991
770,2023,320,2091,1872
771,2023,320,4024,3151
772,2023,620,4650,2941
773,2023,310,3240,2503
774,2023,320,2977,2422
775,2023,547,4962,2781
776,2023,106,1444,693
777,2023,327,2192,1588
778,2023,547,1063,975
779,2023,106,1387,1107
780,2023,317,1005,435
781,2023,106,2933,1327
782,2023,547,2828,1476
783,2023,327,4116,1936
784,2023,327,1869,954
785,2023,106,3271,2410
786,2023,547,3481,3081
787,2023,106,1487,686
788,2023,206,3968,1748
789,2023,106,3210,2786
790,2023,317,4350,3502
791,2023,106,4612,4156
792,2023,410,1477,1256
793,2023,106,5676,3198
794,2023,530,3267,1772
795,2023,327,5611,3884
796,2023,106,2789,2584
797,2023,530,5867,5025
798,2023,326,6696,4655
799,2023,106,2177,1667
800,2023,547,3153,2414
801,2023,317,2935,1784
802,2023,106,3082,1642
803,2023,317,1832,769
804,2023,310,3802,3052
805,2023,320,11466,5176
806,2023,530,3498,2299
807,2023,317,4376,4355
808,2023,336,1711,772
809,2023,327,3970,3174
810,2023,415,2522,1796
811,2023,206,514,235
812,2023,333,894,652
813,2023,106,3767,1797
814,2023,336,1001,807
815,2023,106,6622,4355
816,2023,330,4791,2994
817,2023,415,1605,824
818,2023,527,8164,5417
819,2023,547,3112,2937
820,2023,106,2061,1512
821,2023,327,5912,4570
822,2023,410,2667,2288
823,2023,204,1534,1158
824,2023,415,5085,2639
825,2023,536,5094,2572
826,2023,320,5142,3622
827,2023,333,4348,2530
828,2023,526,4124,2026
829,2023,106,798,648
830,2023,537,5238,3092
831,2023,520,3047,1447
832,2023,106,3449,2673
833,2023,204,1796,1305
834,2023,106,1237,989
835,2023,327,2808,2026
836,2023,336,11419,9840
837,2023,317,3818,3811
838,2023,206,2227,1881
839,2023,326,2691,2249
840,2023,106,463,443
841,2023,337,4023,3075
842,2023,106,1310,1155
843,2023,327,2244,1877
844,2023,337,7231,3543
845,2023,317,1419,1272
846,2023,336,2005,1609
847,2023,106,1295,620
848,2023,106,1023,484
849,2023,332,701,465
850,2023,106,4674,2256
851,2023,546,1537,661
852,2023,527,1855,1594
853,2023,106,649,472
854,2023,206,1782,1121
855,2023,327,1595,1282
856,2023,106,4276,4154
857,2023,317,5121,2316
858,2023,323,2738,1752
859,2023,106,1936,1376
860,2023,106,1598,1151
861,2023,320,1964,1246
862,2023,327,1908,1602
863,2023,527,3666,2400
864,2023,547,3571,3235
865,2023,327,2637,2461
866,2023,337,4618,2483
867,2023,327,2884,2048
868,2023,555,8387,7177
869,2023,106,1710,754
870,2023,106,2063,1186
871,2023,322,4579,4346
872,2023,540,4323,3285
873,2023,327,2230,1786
874,2023,106,2087,873
875,2023,106,633,362
876,2023,327,3352,1893
877,2023,327,2987,1187
878,2023,336,2381,1922
879,2023,206,4980,3061
880,2023,555,2221,1548
881,2023,206,3315,2109
882,2023,106,1169,584
883,2023,317,2710,1888
884,2023,336,2415,1722
885,2023,327,2453,1903
886,2023,313,4146,1781
887,2023,106,3303,1402
888,2023,527,1221,657
889,2023,106,596,311
890,2023,547,6267,5959
891,2023,320,1511,1187
892,2023,532,2507,1664
893,2023,206,1015,926
894,2023,413,4755,3515
895,2023,545,1695,794
896,2023,320,6011,4626
897,2023,337,2716,1080
898,2023,106,1584,1442
899,2023,557,2719,1961
900,2023,327,3876,3324
901,2023,204,2968,1679
902,2023,206,5566,2568
903,2023,557,3606,1583
904,2023,106,2129,1881
905,2023,106,4955,2839
906,2023,106,1708,723
907,2023,106,1170,541
908,2023,106,3257,3140
909,2023,532,7702,3407
910,2023,106,2507,1631
911,2023,106,2675,2393
912,2023,320,626,535
913,2023,326,5739,2743
914,2023,320,4098,2963
915,2023,106,4887,3964
916,2023,327,776,401
917,2023,106,3955,3626
918,2023,530,7996,5914
919,2023,327,4779,4512
920,2023,620,5817,4313
921,2023,313,1337,1305
922,2023,106,467,342
923,2023,106,2188,1805
924,2023,640,2905,1950
925,2023,106,2953,2551
926,2023,527,5244,4563
927,2023,106,1853,1372
928,2023,320,1502,668
929,2023,106,1786,1061
930,2023,555,1246,1021
931,2023,200,6511,5501
932,2023,527,2265,1370
933,2023,106,1867,1547
934,2023,336,1778,1046
935,2023,547,1310,774
936,2023,106,2634,2311
937,2023,536,6133,2986
938,2023,600,2949,2225
939,2023,557,2068,1201
940,2023,327,3979,3510
941,2023,106,3152,2986
942,2023,620,4059,2238
943,2023,333,14085,13669
944,2023,327,3326,1642
945,2023,206,4898,2920
946,2023,106,5458,5027
947,2023,310,4988,2315
948,2023,106,1986,1830
949,2023,527,1923,1285
950,2023,320,2666,1225
951,2023,336,1072,545
952,2023,317,2116,1034
953,2023,327,1929,1794
954,2023,327,4317,3700
955,2023,547,2110,1878
956,2023,106,13804,9526
957,2023,206,1175,1069
958,2023,547,10720,4450
959,2023,320,1757,1269
960,2023,320,2577,1296
961,2023,106,1523,1425
962,2023,106,2791,1265
963,2023,327,2176,1412
964,2023,106,1393,625
965,2023,337,6589,6312
966,2023,525,2139,1717
967,2023,337,3267,1869
968,2023,330,3535,1666
969,2023,327,4615,2013
970,2023,525,9975,7203
971,2023,327,5664,3024
972,2023,106,2392,2107
973,2023,106,1510,1020
974,2023,326,4934,3344
975,2023,106,2679,1837
976,2023,327,2394,1104
977,2023,545,1301,1287
978,2023,522,1300,1000
979,2023,320,2472,1691
980,2023,206,1475,682
981,2023,537,2630,2381
982,2023,540,2392,1245
983,2023,337,2556,1253
984,2023,206,4819,4271
985,2023,106,2222,2141
986,2023,312,2780,1142
987,2023,327,4988,4586
988,2023,525,1892,1589
989,2023,600,2502,1521
990,2023,106,2164,1882
991,2023,327,1086,726
992,2023,106,1508,768
993,2023,336,4165,3486
994,2023,204,1645,1293
995,2023,320,577,461
996,2023,206,1695,1490
997,2023,336,7275,4576
998,2023,106,2882,2029
999,2023,600,1817,1511
1000,2023,413,3050,2264
