"LopNr","Year","Sun2000niva","DispInkFam04","DispInk04"
97,2024,317,7649,5104
98,2024,320,4082,2713
99,2024,206,1877,1188
100,2024,413,1694,1320
101,2024,206,3803,3315
102,2024,640,1519,964
103,2024,336,2362,1676
104,2024,520,1859,1123
105,2024,640,2735,1162
106,2024,206,2568,1536
107,2024,337,2176,1365
108,2024,106,1828,1418
109,2024,206,3386,2666
110,2024,336,3409,2072
111,2024,336,3366,3355
112,2024,106,4329,3888
113,2024,317,1240,555
114,2024,327,1462,1154
115,2024,106,3420,3325
116,2024,326,7849,4411
117,2024,337,3374,2891
118,2024,106,1162,856
119,2024,327,5107,3515
120,2024,520,1325,1144
121,2024,106,9021,6114
122,2024,326,2466,1664
123,2024,412,3262,3123
124,2024,106,2691,1627
125,2024,536,3095,2727
126,2024,640,880,800
127,2024,537,3485,3128
128,2024,537,1922,876
129,2024,206,1216,997
130,2024,206,4275,3222
131,2024,106,3646,3442
132,2024,106,1266,572
133,2024,106,2760,2210
134,2024,206,2557,1175
135,2024,327,4355,2952
136,2024,327,4062,2543
137,2024,327,1860,1718
138,2024,415,2102,1992
139,2024,204,1850,1155
140,2024,327,2363,1251
141,2024,556,1866,1296
142,2024,206,4680,3100
143,2024,206,1475,1190
144,2024,410,2476,1337
145,2024,204,3279,2382
146,2024,317,2286,1066
147,2024,540,3616,3546
148,2024,106,1600,1304
149,2024,204,1079,520
150,2024,547,2610,2026
151,2024,320,1378,734
152,2024,547,2891,2734
153,2024,317,2616,2460
154,2024,100,1809,762
155,2024,106,2246,1614
156,2024,204,2429,1633
157,2024,337,4373,4161
158,2024,327,4263,3671
159,2024,555,3375,1837
160,2024,326,2217,2078
161,2024,106,1750,741
162,2024,106,4198,4062
163,2024,204,1657,1186
164,2024,206,6277,4787
165,2024,106,2929,1171
166,2024,206,1252,877
167,2024,320,8899,8329
168,2024,320,1367,1098
169,2024,106,2500,1369
170,2024,106,1482,1422
171,2024,327,1520,885
172,2024,106,2559,2344
173,2024,200,911,767
174,2024,206,1638,858
175,2024,327,2244,2114
176,2024,106,401,342
177,2024,204,1177,1035
178,2024,537,4479,3968
179,2024,337,10382,4914
180,2024,106,2418,1978
181,2024,330,4327,2946
182,2024,327,2701,1411
183,2024,320,2854,1534
184,2024,537,4500,2631
185,2024,106,2531,1311
186,2024,106,1994,1649
187,2024,100,3173,2764
188,2024,206,3296,2863
189,2024,106,3835,3644
190,2024,530,1887,956
191,2024,536,1522,664
192,2024,536,5795,4729
193,2024,327,1584,1314
194,2024,106,1305,996
195,2024,327,1702,866
196,2024,106,2202,1971
197,2024,206,11657,7645
198,2024,413,1596,885
199,2024,336,7895,4863
200,2024,106,6114,2483
201,2024,106,3455,3290
202,2024,540,2661,1793
203,2024,317,1392,1353
204,2024,317,1178,653
205,2024,106,2112,1531
206,2024,537,1233,915
207,2024,320,1108,1100
208,2024,106,1604,751
209,2024,310,2227,1747
210,2024,620,2403,2210
211,2024,106,4293,3248
212,2024,326,5786,2491
213,2024,336,6204,3107
214,2024,106,1920,1807
215,2024,200,1048,635
216,2024,320,1426,1075
217,2024,106,1944,1566
218,2024,327,3090,2693
219,2024,106,3428,1810
220,2024,106,2006,1334
221,2024,327,1058,637
222,2024,620,757,704
223,2024,106,5446,2714
224,2024,316,2302,2014
225,2024,106,2398,1239
226,2024,620,1991,1110
227,2024,106,1788,1422
228,2024,106,2088,1559
229,2024,206,2580,1264
230,2024,532,3802,3373
231,2024,106,1166,1020
232,2024,320,3192,2117
233,2024,204,1500,964
234,2024,600,3434,1714
235,2024,525,7386,5730
236,2024,106,1571,1248
237,2024,547,773,544
238,2024,536,1972,1688
239,2024,337,1154,1126
240,2024,206,4941,3710
241,2024,327,999,838
242,2024,106,694,496
243,2024,320,1433,1348
244,2024,313,2682,1487
245,2024,106,708,507
246,2024,327,1406,872
247,2024,526,2406,1959
248,2024,526,3980,1991
249,2024,413,2112,1518
250,2024,106,2728,1626
251,2024,336,1153,835
252,2024,106,1721,970
253,2024,336,2281,1742
254,2024,527,3248,2731
255,2024,336,5291,2667
256,2024,336,1873,855
257,2024,536,2687,2320
258,2024,106,1061,979
259,2024,336,3408,2049
260,2024,327,2299,2123
261,2024,327,2886,2389
262,2024,106,2096,888
263,2024,206,3415,1552
264,2024,620,5224,2137
265,2024,336,4613,2075
266,2024,106,2423,978
267,2024,327,2643,1675
268,2024,206,4853,4642
269,2024,317,2774,2472
270,2024,547,5316,2117
271,2024,547,2059,1758
272,2024,547,6533,5976
273,2024,316,3718,2976
274,2024,336,6729,6411
275,2024,106,1662,1474
276,2024,337,3878,2367
277,2024,106,932,922
278,2024,556,3309,3093
279,2024,536,1810,1625
280,2024,106,1296,1239
281,2024,326,3811,2235
282,2024,317,5914,4321
283,2024,520,7178,4036
284,2024,336,4190,2448
285,2024,206,1437,821
286,2024,327,1283,654
287,2024,326,2080,1683
288,2024,106,1502,645
289,2024,317,3569,1607
290,2024,327,7093,4646
291,2024,327,2480,2171
292,2024,317,2188,1393
293,2024,556,12507,6327
294,2024,412,2463,2364
295,2024,320,1324,1198
296,2024,326,2758,2249
297,2024,106,590,289
298,2024,327,3638,3063
299,2024,204,2101,1160
300,2024,327,1083,792
301,2024,204,1948,1241
302,2024,106,608,281
303,2024,520,4424,2817
304,2024,545,1401,1180
305,2024,320,2653,2063
306,2024,204,1926,1854
307,2024,527,2563,1387
308,2024,317,4271,3160
309,2024,326,2082,908
310,2024,106,1141,745
311,2024,206,899,412
312,2024,106,1424,639
313,2024,206,2567,1889
314,2024,106,3864,3514
315,2024,333,4923,4448
316,2024,525,2767,1119
317,2024,520,6256,5883
318,2024,106,1946,959
319,2024,327,2340,1513
320,2024,526,3235,1906
321,2024,320,4174,3603
322,2024,200,1350,1061
323,2024,526,4470,1806
324,2024,106,2731,2680
325,2024,106,1690,1367
326,2024,337,798,379
327,2024,327,1937,1749
328,2024,320,1457,1344
329,2024,106,884,631
330,2024,520,2526,1142
331,2024,536,5435,2342
332,2024,106,2860,2337
333,2024,520,4926,4476
334,2024,106,2200,1239
335,2024,532,2527,1165
336,2024,206,3219,1745
337,2024,106,774,712
338,2024,412,4405,2465
339,2024,206,2628,2294
340,2024,336,1733,835
341,2024,327,2177,874
342,2024,106,1498,1374
343,2024,327,3151,2245
344,2024,547,5429,3312
345,2024,415,1562,744
346,2024,204,2736,1431
347,2024,336,4046,2643
348,2024,206,3434,1551
349,2024,320,3221,2866
350,2024,600,8022,6355
351,2024,206,3255,2597
352,2024,327,9361,6557
353,2024,106,2420,1211
354,2024,333,5824,3093
355,2024,337,1195,793
356,2024,206,13509,7300
357,2024,520,2657,2344
358,2024,412,5738,4378
359,2024,336,1508,1264
360,2024,327,4063,3686
361,2024,106,1319,1059
362,2024,106,1377,1146
363,2024,532,5307,3857
364,2024,557,3183,2258
365,2024,537,12922,11236
366,2024,106,1621,1147
367,2024,527,11024,10095
368,2024,106,1047,726
369,2024,415,2834,2398
370,2024,336,1275,701
371,2024,337,2117,1728
372,2024,327,586,468
373,2024,106,637,615
374,2024,412,3290,1858
375,2024,206,2235,1571
376,2024,536,2135,1119
377,2024,337,8051,5090
378,2024,106,3640,1670
379,2024,206,1557,970
380,2024,336,3653,3428
381,2024,327,4932,4491
382,2024,327,5431,4543
383,2024,326,6254,4880
384,2024,106,1595,1226
385,2024,206,2011,1178
386,2024,547,2373,1929
387,2024,206,7367,5993
388,2024,310,3171,1771
389,2024,317,2177,1970
390,2024,106,1894,892
391,2024,317,3108,1649
392,2024,106,4133,3317
393,2024,337,3126,1300
394,2024,557,6451,2938
395,2024,106,1595,1403
396,2024,337,1995,993
397,2024,106,4265,2437
398,2024,546,6416,3504
399,2024,320,3224,1650
400,2024,336,2534,2505
401,2024,106,3644,2408
402,2024,327,1898,1580
403,2024,333,1463,1369
404,2024,106,1290,923
405,2024,337,1616,1045
406,2024,327,2913,1716
407,2024,317,2256,1976
408,2024,412,10384,6212
409,2024,536,5283,3629
410,2024,640,1013,727
411,2024,527,8479,4757
412,2024,333,3914,1923
413,2024,320,1165,1134
414,2024,106,5728,2851
415,2024,106,2720,1161
416,2024,327,3228,2606
417,2024,337,5027,2352
418,2024,537,1764,1522
419,2024,326,2254,1455
420,2024,206,1053,659
421,2024,557,2366,1799
422,2024,320,6240,3993
423,2024,206,2507,1445
424,2024,337,441,354
425,2024,336,3477,2273
426,2024,336,11634,8652
427,2024,106,5822,4266
428,2024,327,2758,1880
429,2024,106,1836,1078
430,2024,317,1834,1655
431,2024,547,3003,1228
432,2024,336,2552,2298
433,2024,106,3110,2111
434,2024,106,852,429
435,2024,336,1861,846
436,2024,640,11166,6989
437,2024,557,1217,969
438,2024,320,1449,721
439,2024,522,2243,1391
440,2024,206,5523,3743
441,2024,527,7309,3864
442,2024,540,1890,1819
443,2024,106,8458,5887
444,2024,327,5146,4896
445,2024,417,4546,2067
446,2024,640,6439,2971
447,2024,327,2583,2248
448,2024,527,4503,1778
449,2024,536,3052,1213
450,2024,546,5369,3538
451,2024,106,2764,2329
452,2024,555,2175,1120
453,2024,333,2632,1599
454,2024,317,2202,1741
455,2024,520,3627,1932
456,2024,327,5114,2349
457,2024,106,806,389
458,2024,527,1032,919
459,2024,412,3310,3001
460,2024,317,5917,3407
461,2024,600,2601,2097
462,2024,336,3523,2676
463,2024,320,3176,2458
464,2024,640,2195,1978
465,2024,547,3213,2418
466,2024,337,2831,2680
467,2024,337,6002,3120
468,2024,327,3209,1416
469,2024,106,2372,2188
470,2024,327,2404,1135
471,2024,527,1276,745
472,2024,327,6988,3674
473,2024,106,1604,1512
474,2024,200,1534,609
475,2024,320,1437,746
476,2024,310,2099,851
477,2024,106,1470,731
478,2024,327,1025,755
479,2024,106,1826,1739
480,2024,106,2919,1549
481,2024,327,2093,995
482,2024,106,981,528
483,2024,326,3685,3257
484,2024,320,3349,1331
485,2024,640,5970,2474
486,2024,332,1349,700
487,2024,600,5368,3695
488,2024,200,1043,638
489,2024,530,2055,906
490,2024,520,3569,2399
491,2024,106,1819,1635
492,2024,106,1133,1127
493,2024,555,3075,1692
494,2024,337,6059,5627
495,2024,530,4363,3264
496,2024,100,11680,9155
497,2024,540,839,779
498,2024,336,2825,2137
499,2024,106,5445,3586
500,2024,327,984,433
501,2024,336,2857,2583
502,2024,106,7362,7116
503,2024,337,1449,628
504,2024,106,3542,2709
505,2024,106,3390,3045
506,2024,620,1142,609
507,2024,545,3925,3789
508,2024,327,6747,4547
509,2024,320,2643,2426
510,2024,413,1644,1063
511,2024,106,3410,2358
512,2024,336,6419,5965
513,2024,537,8452,4252
514,2024,320,4175,2490
515,2024,106,925,372
516,2024,540,1480,932
517,2024,106,2688,1516
518,2024,545,8475,4426
519,2024,106,1422,1332
520,2024,525,1475,1221
521,2024,106,2380,1592
522,2024,537,4666,2118
523,2024,327,1492,1036
524,2024,106,829,626
525,2024,413,2209,911
526,2024,106,5833,4082
527,2024,310,1027,846
528,2024,600,4341,1872
529,2024,206,1551,884
530,2024,337,3482,2829
531,2024,547,1448,652
532,2024,336,7870,5167
533,2024,206,4677,4091
534,2024,200,1998,1746
535,2024,415,2660,1824
536,2024,527,5690,3294
537,2024,317,2050,1779
538,2024,326,2300,1798
539,2024,327,4122,2900
540,2024,415,2612,1820
541,2024,556,3142,3053
542,2024,527,4953,3720
543,2024,106,1489,725
544,2024,557,4125,3468
545,2024,106,1252,884
546,2024,336,6265,4591
547,2024,106,1376,956
548,2024,336,2357,2148
549,2024,537,4294,3311
550,2024,327,1530,1134
551,2024,413,5452,3357
552,2024,336,1591,1475
553,2024,320,5216,3856
554,2024,106,2321,1539
555,2024,413,8258,7818
556,2024,640,2363,1078
557,2024,333,3369,1978
558,2024,106,6263,3479
559,2024,547,3115,2747
560,2024,106,5897,4074
561,2024,106,2091,1820
562,2024,555,5312,4543
563,2024,620,5241,3569
564,2024,540,2422,2004
565,2024,106,2453,2287
566,2024,546,4292,2739
567,2024,555,2978,1348
568,2024,327,5512,2491
569,2024,327,4300,3157
570,2024,536,5376,3936
571,2024,412,5222,3985
572,2024,320,3764,2676
573,2024,535,1960,856
574,2024,526,2995,2225
575,2024,106,884,465
576,2024,206,4294,2036
577,2024,106,2732,1797
578,2024,317,4288,3936
579,2024,327,2123,1273
580,2024,206,2271,1588
581,2024,546,1660,1608
582,2024,200,1820,1366
583,2024,336,1634,655
584,2024,106,2754,1630
585,2024,413,4310,2140
586,2024,106,983,640
587,2024,327,2048,1552
588,2024,327,1600,852
589,2024,200,2667,2023
590,2024,525,12175,7969
591,2024,317,3286,2572
592,2024,327,1825,1610
593,2024,525,2775,2437
594,2024,336,3406,2517
595,2024,320,656,468
596,2024,327,6227,5450
597,2024,320,1986,1681
598,2024,537,987,770
599,2024,206,1640,1119
600,2024,336,8093,3898
601,2024,413,2742,2627
602,2024,327,9803,6173
603,2024,206,1622,1115
604,2024,336,4743,1978
605,2024,536,2876,2479
606,2024,206,1208,744
607,2024,525,4181,3195
608,2024,206,2035,1693
609,2024,320,2621,1230
610,2024,600,4592,4567
611,2024,106,1800,759
612,2024,330,1624,636
613,2024,547,2760,2130
614,2024,412,10389,5585
615,2024,333,1274,514
616,2024,547,4771,2338
617,2024,317,3508,2139
618,2024,106,957,496
619,2024,317,1763,1355
620,2024,206,931,873
621,2024,106,1191,1069
622,2024,200,1199,1151
623,2024,106,2422,1193
624,2024,106,2096,2069
625,2024,106,1794,1165
626,2024,412,2407,2319
627,2024,537,7192,3331
628,2024,530,2290,1307
629,2024,337,778,676
630,2024,600,5815,5392
631,2024,555,2663,1853
632,2024,327,1349,1011
633,2024,106,2684,1125
634,2024,320,1343,1078
635,2024,106,4603,3557
636,2024,530,2176,1300
637,2024,320,4875,4345
638,2024,106,4635,4095
639,2024,204,10379,4833
640,2024,206,2065,1718
641,2024,106,1844,1465
642,2024,320,804,500
643,2024,337,5042,4503
644,2024,520,7228,6808
645,2024,320,1146,603
646,2024,556,21806,15747
647,2024,326,2792,2669
648,2024,106,1687,829
649,2024,412,4129,3344
650,2024,100,1556,1235
651,2024,327,6514,2803
652,2024,206,4423,1983
653,2024,547,8959,4998
654,2024,106,2756,2630
655,2024,206,2075,1085
656,2024,313,2127,1497
657,2024,336,2877,1273
658,2024,336,1249,1213
659,2024,106,2132,1176
660,2024,536,3691,3473
661,2024,327,3287,1653
662,2024,327,4778,2180
663,2024,333,3121,1813
664,2024,106,3869,3717
665,2024,106,1193,615
666,2024,336,1010,627
667,2024,323,1612,1037
668,2024,106,6667,2991
669,2024,106,1783,1106
670,2024,327,2628,2148
671,2024,525,6221,6054
672,2024,106,2043,1157
673,2024,640,5270,3529
674,2024,206,1742,866
675,2024,327,2780,2205
676,2024,326,1564,814
677,2024,640,2019,1069
678,2024,317,1837,1256
679,2024,320,4679,2888
680,2024,317,3889,2076
681,2024,525,3100,1742
682,2024,525,3063,1241
683,2024,337,6219,5930
684,2024,106,1817,1735
685,2024,317,12646,11031
686,2024,316,4816,4004
687,2024,413,2509,1084
688,2024,537,4425,2182
689,2024,527,3860,1666
690,2024,106,1411,1257
691,2024,106,3270,1913
692,2024,332,9200,7889
693,2024,206,2649,1863
694,2024,316,2053,954
695,2024,106,2608,2292
696,2024,106,3686,3254
697,2024,327,4031,3791
698,2024,206,1182,1038
699,2024,106,2046,1643
700,2024,536,3279,1894
701,2024,337,2108,878
702,2024,527,2696,2046
703,2024,320,3166,1418
704,2024,313,5374,4395
705,2024,317,4599,3817
706,2024,206,3216,2787
707,2024,206,517,236
708,2024,320,4448,4283
709,2024,317,1622,910
710,2024,532,6175,4026
711,2024,206,1890,871
712,2024,527,10886,7727
713,2024,326,3194,1516
714,2024,320,1091,887
715,2024,106,2533,1360
716,2024,527,3064,1814
717,2024,320,5532,4561
718,2024,547,2030,1062
719,2024,640,8509,4888
720,2024,313,2784,2126
721,2024,536,7516,3279
722,2024,323,1970,1485
723,2024,320,1333,781
724,2024,412,3437,2343
725,2024,545,2539,1886
726,2024,536,6815,2818
727,2024,312,1289,1021
728,2024,320,2194,916
729,2024,204,2368,1195
730,2024,327,836,552
731,2024,326,1237,996
732,2024,532,13754,7616
733,2024,317,1858,1808
734,2024,323,1966,1318
735,2024,525,2679,1202
736,2024,320,7995,3724
737,2024,327,2524,2360
738,2024,337,9286,6280
739,2024,206,1980,1372
740,2024,537,3146,2603
741,2024,557,2138,2052
742,2024,206,4037,3205
743,2024,320,1017,906
744,2024,106,2340,1686
745,2024,557,1754,1341
746,2024,413,3898,2802
747,2024,206,1960,1929
748,2024,337,4712,4622
749,2024,640,6527,4655
750,2024,106,3461,3006
751,2024,537,7180,6512
752,2024,547,3725,2385
753,2024,106,2043,1497
754,2024,555,1386,1320
755,2024,206,872,550
756,2024,640,1402,620
757,2024,317,2153,1144
758,2024,327,1885,974
759,2024,323,4346,2735
760,2024,106,941,382
761,2024,537,12123,6292
762,2024,320,1416,922
763,2024,206,7102,4948
764,2024,620,1238,837
765,2024,333,828,397
766,2024,320,2690,2318
767,2024,206,4077,2778
768,2024,327,7216,4492
769,2024,640,1743,983
770,2024,320,2088,1870
771,2024,320,4019,3147
772,2024,620,4652,2942
773,2024,310,3323,2567
774,2024,320,2952,2402
775,2024,547,5060,2836
776,2024,106,1432,687
777,2024,327,2179,1578
778,2024,547,1060,973
779,2024,106,1378,1100
780,2024,317,1028,445
781,2024,106,2935,1328
782,2024,547,2913,1521
783,2024,327,4119,1938
784,2024,327,1862,950
785,2024,106,3287,2421
786,2024,547,3532,3126
787,2024,106,1489,687
788,2024,417,4006,1764
789,2024,106,3302,2866
790,2024,317,4474,3602
791,2024,106,4650,4190
792,2024,410,1505,1280
793,2024,106,5846,3294
794,2024,530,3245,1760
795,2024,327,5757,3985
796,2024,106,2866,2656
797,2024,536,5833,4996
798,2024,326,6861,4770
799,2024,106,2186,1674
800,2024,547,3203,2452
801,2024,317,3010,1830
802,2024,106,3086,1644
803,2024,317,1883,790
804,2024,310,3800,3050
805,2024,320,11400,5146
806,2024,530,3535,2323
807,2024,317,4441,4419
808,2024,336,1743,787
809,2024,327,3994,3194
810,2024,415,2573,1832
811,2024,206,517,236
812,2024,333,907,662
813,2024,106,3831,1827
814,2024,336,1005,811
815,2024,106,6761,4447
816,2024,330,4856,3035
817,2024,415,1630,837
818,2024,527,8215,5451
819,2024,547,3183,3004
820,2024,106,2047,1502
821,2024,327,6077,4698
822,2024,556,2732,2344
823,2024,204,1545,1167
824,2024,415,5201,2699
825,2024,536,5078,2564
826,2024,320,5190,3656
827,2024,333,4443,2585
828,2024,526,4124,2026
829,2024,106,800,649
830,2024,537,5194,3066
831,2024,520,3118,1481
832,2024,106,3463,2684
833,2024,204,1849,1343
834,2024,106,1271,1017
835,2024,327,2796,2017
836,2024,336,11746,10121
837,2024,317,3811,3804
838,2024,206,2285,1930
839,2024,326,2687,2246
840,2024,106,465,445
841,2024,337,4037,3086
842,2024,106,1320,1164
843,2024,327,2305,1928
844,2024,337,7435,3643
845,2024,317,1426,1279
846,2024,336,2035,1633
847,2024,106,1308,627
848,2024,106,1028,487
849,2024,332,721,479
850,2024,106,4735,2285
851,2024,546,1553,668
852,2024,527,1845,1585
853,2024,106,661,481
854,2024,206,1788,1125
855,2024,327,1589,1277
856,2024,106,4376,4251
857,2024,317,5265,2381
858,2024,323,2759,1766
859,2024,106,1940,1379
860,2024,106,1617,1165
861,2024,320,1975,1253
862,2024,327,1910,1603
863,2024,527,3690,2416
864,2024,547,3606,3267
865,2024,327,2662,2485
866,2024,337,4658,2504
867,2024,327,2927,2079
868,2024,555,8405,7193
869,2024,106,1707,752
870,2024,106,2076,1193
871,2024,322,4562,4330
872,2024,540,4303,3269
873,2024,327,2246,1799
874,2024,106,2124,888
875,2024,106,627,359
876,2024,327,3408,1924
877,2024,327,3016,1199
878,2024,336,2408,1944
879,2024,206,4999,3073
880,2024,555,2203,1536
881,2024,206,3319,2112
882,2024,106,1165,582
883,2024,317,2789,1944
884,2024,336,2434,1735
885,2024,327,2512,1949
886,2024,313,4176,1794
887,2024,106,3367,1429
888,2024,527,1251,673
889,2024,106,603,315
890,2024,547,6334,6023
891,2024,320,1505,1182
892,2024,532,2558,1697
893,2024,206,1024,934
894,2024,413,4877,3605
895,2024,545,1695,794
896,2024,320,6165,4745
897,2024,337,2710,1078
898,2024,106,1605,1461
899,2024,557,2778,2003
900,2024,327,3948,3385
901,2024,204,3045,1723
902,2024,206,5552,2562
903,2024,557,3650,1602
904,2024,106,2175,1922
905,2024,106,5014,2873
906,2024,106,1721,729
907,2024,106,1173,542
908,2024,106,3336,3216
909,2024,532,7755,3431
910,2024,106,2486,1618
911,2024,106,2726,2438
912,2024,320,634,542
913,2024,326,5772,2759
914,2024,320,4118,2978
915,2024,106,4906,3980
916,2024,327,797,412
917,2024,106,3948,3620
918,2024,530,8089,5983
919,2024,327,4905,4631
920,2024,620,5961,4420
921,2024,313,1330,1298
922,2024,106,465,340
923,2024,106,2251,1857
924,2024,640,2969,1993
925,2024,106,3037,2624
926,2024,527,5209,4532
927,2024,620,1842,1364
928,2024,320,1517,675
929,2024,106,1779,1057
930,2024,555,1246,1021
931,2024,200,6592,5570
932,2024,527,2301,1392
933,2024,106,1878,1556
934,2024,336,1816,1068
935,2024,547,1322,782
936,2024,106,2664,2338
937,2024,545,6286,3061
938,2024,600,2922,2204
939,2024,557,2119,1231
940,2024,327,4031,3556
941,2024,106,3174,3007
942,2024,620,4141,2283
943,2024,333,14186,13767
944,2024,327,3313,1636
945,2024,206,4976,2966
946,2024,106,5418,4990
947,2024,310,5033,2336
948,2024,106,2012,1854
949,2024,527,1947,1301
950,2024,320,2691,1237
951,2024,336,1079,549
952,2024,317,2162,1057
953,2024,327,1963,1826
954,2024,327,4383,3756
955,2024,547,2138,1903
956,2024,106,13728,9474
957,2024,206,1169,1064
958,2024,547,10969,4553
959,2024,320,1781,1287
960,2024,320,2574,1294
961,2024,106,1524,1426
962,2024,106,2784,1262
963,2024,327,2235,1450
964,2024,106,1426,639
965,2024,337,6584,6307
966,2024,525,2144,1721
967,2024,337,3331,1906
968,2024,330,3576,1685
969,2024,327,4584,2000
970,2024,525,10239,7394
971,2024,327,5760,3075
972,2024,106,2438,2148
973,2024,106,1543,1042
974,2024,326,4989,3381
975,2024,106,2666,1828
976,2024,327,2461,1135
977,2024,545,1295,1281
978,2024,522,1324,1019
979,2024,320,2477,1695
980,2024,206,1476,682
981,2024,537,2707,2451
982,2024,540,2416,1258
983,2024,337,2605,1277
984,2024,206,4851,4300
985,2024,106,2201,2121
986,2024,312,2850,1171
987,2024,327,4978,4577
988,2024,525,1919,1611
989,2024,600,2555,1553
990,2024,106,2223,1933
991,2024,327,1112,744
992,2024,106,1540,784
993,2024,336,4288,3589
994,2024,204,1676,1317
995,2024,320,575,459
996,2024,206,1737,1527
997,2024,336,7491,4711
998,2024,106,2920,2056
999,2024,600,1832,1523
1000,2024,413,3044,2260
